snapshot_month,credit_score_band,income_band,region,n_accounts,n_delinquent_30plus,n_delinquent_90plus,n_charged_off,delinquency_30plus_rate_pct,delinquency_90plus_rate_pct,charge_off_rate_pct,total_balance
2024-11-01,Prime,Low,Midwest,90,4,0,0,4.444,0.0,0.0,750074.97
2024-11-01,Prime,Low,Northeast,67,2,0,0,2.985,0.0,0.0,537963.68
2024-11-01,Prime,Low,South,124,2,0,0,1.613,0.0,0.0,999778.82
2024-11-01,Prime,Low,West,81,2,0,0,2.469,0.0,0.0,736663.8
2024-11-01,Prime,Medium,Midwest,137,1,0,0,0.73,0.0,0.0,1143228.26
2024-11-01,Prime,Medium,Northeast,140,1,0,0,0.714,0.0,0.0,1184462.87
2024-11-01,Prime,Medium,South,168,1,0,0,0.595,0.0,0.0,1280983.33
2024-11-01,Prime,Medium,West,126,2,0,0,1.587,0.0,0.0,997374.78
2024-11-01,Subprime,High,Midwest,49,4,0,0,8.163,0.0,0.0,148416.24
2024-11-01,Subprime,High,Northeast,41,2,0,0,4.878,0.0,0.0,133908.54
2024-11-01,Subprime,High,South,53,3,0,0,5.66,0.0,0.0,146124.39
2024-11-01,Subprime,High,West,39,5,0,0,12.821,0.0,0.0,137603.69
2024-11-01,Subprime,Low,Midwest,56,2,0,0,3.571,0.0,0.0,188068.47
2024-11-01,Subprime,Low,Northeast,55,0,0,0,0.0,0.0,0.0,163366.64
2024-11-01,Subprime,Low,South,86,2,0,0,2.326,0.0,0.0,250102.98
2024-11-01,Subprime,Low,West,50,5,0,0,10.0,0.0,0.0,147054.44
2024-11-01,Subprime,Medium,Midwest,70,7,0,0,10.0,0.0,0.0,233880.85
2024-11-01,Subprime,Medium,Northeast,69,5,0,0,7.246,0.0,0.0,239496.97
2024-11-01,Subprime,Medium,South,104,7,0,0,6.731,0.0,0.0,327183.03
2024-11-01,Subprime,Medium,West,83,6,0,0,7.229,0.0,0.0,290291.21
2024-12-01,Near_Prime,High,Midwest,75,2,0,0,2.667,0.0,0.0,393623.38
2024-12-01,Near_Prime,High,Northeast,55,1,1,0,1.818,1.818,0.0,305247.89
2024-12-01,Near_Prime,High,South,113,9,1,0,7.965,0.885,0.0,545642.55
2024-12-01,Near_Prime,High,West,71,3,0,0,4.225,0.0,0.0,348023.98
2024-12-01,Near_Prime,Low,Midwest,99,2,0,0,2.02,0.0,0.0,544368.36
2024-12-01,Near_Prime,Low,Northeast,97,2,0,0,2.062,0.0,0.0,555390.29
2024-12-01,Near_Prime,Low,South,140,6,0,0,4.286,0.0,0.0,747032.86
2024-12-01,Near_Prime,Low,West,102,6,0,0,5.882,0.0,0.0,532805.84
2024-12-01,Near_Prime,Medium,Midwest,163,3,0,0,1.84,0.0,0.0,871301.06
2024-12-01,Near_Prime,Medium,Northeast,129,4,0,0,3.101,0.0,0.0,683795.06
2024-12-01,Near_Prime,Medium,South,202,9,1,0,4.455,0.495,0.0,1036347.37
2024-12-01,Near_Prime,Medium,West,135,5,0,0,3.704,0.0,0.0,738011.23
2024-12-01,Prime,High,Midwest,98,3,0,0,3.061,0.0,0.0,789910.39
2024-12-01,Prime,High,Northeast,85,0,0,0,0.0,0.0,0.0,725711.45
2024-12-01,Prime,High,South,118,4,0,0,3.39,0.0,0.0,940789.65
2024-12-01,Prime,High,West,97,1,0,0,1.031,0.0,0.0,673158.38
2024-12-01,Prime,Low,Midwest,115,4,0,0,3.478,0.0,0.0,885065.83
2024-12-01,Prime,Low,Northeast,95,3,0,0,3.158,0.0,0.0,783503.52
2024-12-01,Prime,Low,South,158,4,0,0,2.532,0.0,0.0,1181241.59
2024-12-01,Prime,Low,West,104,1,0,0,0.962,0.0,0.0,949244.43
2024-12-01,Prime,Medium,Midwest,175,1,0,0,0.571,0.0,0.0,1411067.6
2024-12-01,Prime,Medium,Northeast,176,1,0,0,0.568,0.0,0.0,1439692.13
2024-12-01,Prime,Medium,South,227,2,1,0,0.881,0.441,0.0,1707480.89
2024-12-01,Prime,Medium,West,161,5,0,0,3.106,0.0,0.0,1215018.82
2024-12-01,Subprime,High,Midwest,61,5,0,0,8.197,0.0,0.0,190861.31
2024-12-01,Subprime,High,Northeast,53,5,0,0,9.434,0.0,0.0,171024.4
2024-12-01,Subprime,High,South,70,5,0,0,7.143,0.0,0.0,197739.93
2024-12-01,Subprime,High,West,49,7,0,0,14.286,0.0,0.0,162441.56
2024-12-01,Subprime,Low,Midwest,65,6,0,0,9.231,0.0,0.0,217715.71
2024-12-01,Subprime,Low,Northeast,69,2,0,0,2.899,0.0,0.0,203752.75
2024-12-01,Subprime,Low,South,108,7,0,0,6.481,0.0,0.0,304382.66
2024-12-01,Subprime,Low,West,62,7,0,0,11.29,0.0,0.0,176341.15
2024-12-01,Subprime,Medium,Midwest,97,5,0,0,5.155,0.0,0.0,326593.51
2024-12-01,Subprime,Medium,Northeast,86,7,1,0,8.14,1.163,0.0,275712.5
2024-12-01,Subprime,Medium,South,141,6,0,0,4.255,0.0,0.0,420846.27
2024-12-01,Subprime,Medium,West,103,10,0,0,9.709,0.0,0.0,320152.01
2025-01-01,Near_Prime,High,Midwest,91,3,1,0,3.297,1.099,0.0,454199.24
2025-01-01,Near_Prime,High,Northeast,78,0,0,1,0.0,0.0,1.282,411705.35
2025-01-01,Near_Prime,High,South,151,11,0,1,7.285,0.0,0.662,755594.65
2025-01-01,Near_Prime,High,West,91,4,1,0,4.396,1.099,0.0,437357.97
2025-01-01,Near_Prime,Low,Midwest,124,2,0,0,1.613,0.0,0.0,645503.54
2025-01-01,Near_Prime,Low,Northeast,128,4,0,0,3.125,0.0,0.0,703967.83
2025-01-01,Near_Prime,Low,South,176,8,0,0,4.545,0.0,0.0,900590.64
2025-01-01,Near_Prime,Low,West,130,7,0,0,5.385,0.0,0.0,663746.58
2025-01-01,Near_Prime,Medium,Midwest,206,9,0,0,4.369,0.0,0.0,1052760.46
2025-01-01,Near_Prime,Medium,Northeast,164,10,1,0,6.098,0.61,0.0,852031.7
2025-01-01,Near_Prime,Medium,South,260,14,2,0,5.385,0.769,0.0,1312243.91
2025-01-01,Near_Prime,Medium,West,175,6,0,0,3.429,0.0,0.0,922380.83
2025-01-01,Prime,High,Midwest,126,5,1,0,3.968,0.794,0.0,961988.09
2025-01-01,Prime,High,Northeast,109,0,0,0,0.0,0.0,0.0,920997.86
2025-01-01,Prime,High,South,157,4,0,0,2.548,0.0,0.0,1220760.56
2025-01-01,Prime,High,West,124,1,0,0,0.806,0.0,0.0,835147.55
2025-01-01,Prime,Low,Midwest,147,3,2,0,2.041,1.361,0.0,1169355.55
2025-01-01,Prime,Low,Northeast,129,2,1,0,1.55,0.775,0.0,1031603.94
2025-01-01,Prime,Low,South,197,1,0,0,0.508,0.0,0.0,1452716.65
2025-01-01,Prime,Low,West,126,2,0,0,1.587,0.0,0.0,1125955.78
2025-01-01,Prime,Medium,Midwest,225,1,0,0,0.444,0.0,0.0,1697903.71
2025-01-01,Prime,Medium,Northeast,221,6,0,0,2.715,0.0,0.0,1726772.12
2025-01-01,Prime,Medium,South,294,5,0,1,1.701,0.0,0.34,2175829.2
2025-01-01,Prime,Medium,West,212,5,1,0,2.358,0.472,0.0,1595526.71
2025-01-01,Subprime,High,Midwest,81,10,0,0,12.346,0.0,0.0,252918.05
2025-01-01,Subprime,High,Northeast,68,9,0,0,13.235,0.0,0.0,214898.09
2025-01-01,Subprime,High,South,96,12,0,0,12.5,0.0,0.0,259721.44
2025-01-01,Subprime,High,West,60,10,1,0,16.667,1.667,0.0,187941.24
2025-01-01,Subprime,Low,Midwest,83,12,1,0,14.458,1.205,0.0,255452.34
2025-01-01,Subprime,Low,Northeast,84,4,0,0,4.762,0.0,0.0,254782.71
2025-01-01,Subprime,Low,South,142,9,1,0,6.338,0.704,0.0,402132.05
2025-01-01,Subprime,Low,West,83,13,1,0,15.663,1.205,0.0,240503.52
2025-01-01,Subprime,Medium,Midwest,131,13,1,0,9.924,0.763,0.0,430648.19
2025-01-01,Subprime,Medium,Northeast,122,11,3,0,9.016,2.459,0.0,392801.8
2025-01-01,Subprime,Medium,South,189,13,1,0,6.878,0.529,0.0,554682.62
2025-01-01,Subprime,Medium,West,126,12,0,0,9.524,0.0,0.0,372873.71
2025-02-01,Near_Prime,High,Midwest,112,7,0,1,6.25,0.0,0.893,545136.76
2025-02-01,Near_Prime,High,Northeast,91,4,0,1,4.396,0.0,1.099,444937.93
2025-02-01,Near_Prime,High,South,187,15,2,1,8.021,1.07,0.535,899848.29
2025-02-01,Near_Prime,High,West,113,9,1,0,7.965,0.885,0.0,555629.62
2025-02-01,Near_Prime,Low,Midwest,153,9,1,0,5.882,0.654,0.0,769624.28
2025-02-01,Near_Prime,Low,Northeast,157,6,1,0,3.822,0.637,0.0,862316.01
2025-02-01,Near_Prime,Low,South,208,13,4,0,6.25,1.923,0.0,1052632.55
2025-02-01,Near_Prime,Low,West,149,10,2,0,6.711,1.342,0.0,718203.14
2025-02-01,Near_Prime,Medium,Midwest,241,12,1,0,4.979,0.415,0.0,1203367.08
2025-02-01,Near_Prime,Medium,Northeast,189,10,2,1,5.291,1.058,0.529,953094.62
2025-02-01,Near_Prime,Medium,South,309,22,0,2,7.12,0.0,0.647,1474334.18
2025-02-01,Near_Prime,Medium,West,206,13,0,0,6.311,0.0,0.0,1007410.1
2025-02-01,Prime,High,Midwest,152,10,0,1,6.579,0.0,0.658,1131129.41
2025-02-01,Prime,High,Northeast,128,3,0,0,2.344,0.0,0.0,1028258.3
2025-02-01,Prime,High,South,188,10,0,0,5.319,0.0,0.0,1392088.47
2025-02-01,Prime,High,West,145,1,0,0,0.69,0.0,0.0,931631.15
2025-02-01,Prime,Low,Midwest,169,4,2,0,2.367,1.183,0.0,1280742.48
2025-02-01,Prime,Low,Northeast,149,3,2,0,2.013,1.342,0.0,1090404.45
2025-02-01,Prime,Low,South,237,4,0,0,1.688,0.0,0.0,1721374.66
2025-02-01,Prime,Low,West,159,4,0,0,2.516,0.0,0.0,1372116.34
2025-02-01,Prime,Medium,Midwest,263,8,0,0,3.042,0.0,0.0,1952684.44
2025-02-01,Prime,Medium,Northeast,258,2,0,0,0.775,0.0,0.0,1930107.06
2025-02-01,Prime,Medium,South,356,15,0,1,4.213,0.0,0.281,2535052.68
2025-02-01,Prime,Medium,West,259,6,1,1,2.317,0.386,0.386,1919523.49
2025-02-01,Subprime,High,Midwest,96,16,1,0,16.667,1.042,0.0,290190.85
2025-02-01,Subprime,High,Northeast,82,13,1,0,15.854,1.22,0.0,255135.91
2025-02-01,Subprime,High,South,108,19,2,0,17.593,1.852,0.0,281046.82
2025-02-01,Subprime,High,West,74,13,4,1,17.568,5.405,1.351,226873.47
2025-02-01,Subprime,Low,Midwest,96,10,1,1,10.417,1.042,1.042,274778.65
2025-02-01,Subprime,Low,Northeast,103,12,0,0,11.65,0.0,0.0,304762.43
2025-02-01,Subprime,Low,South,171,13,1,0,7.602,0.585,0.0,471225.79
2025-02-01,Subprime,Low,West,100,19,3,0,19.0,3.0,0.0,288368.99
2025-02-01,Subprime,Medium,Midwest,152,22,3,1,14.474,1.974,0.658,481593.13
2025-02-01,Subprime,Medium,Northeast,146,10,1,2,6.849,0.685,1.37,439479.59
2025-02-01,Subprime,Medium,South,227,22,4,0,9.692,1.762,0.0,630056.14
2025-02-01,Subprime,Medium,West,153,15,2,0,9.804,1.307,0.0,446548.1
2025-03-01,Near_Prime,High,Midwest,127,10,2,1,7.874,1.575,0.787,633501.78
2025-03-01,Near_Prime,High,Northeast,108,6,0,1,5.556,0.0,0.926,499459.88
2025-03-01,Near_Prime,High,South,215,19,3,2,8.837,1.395,0.93,984504.96
2025-03-01,Near_Prime,High,West,129,8,2,0,6.202,1.55,0.0,636649.43
2025-03-01,Near_Prime,Low,Midwest,175,9,0,1,5.143,0.0,0.571,841916.73
2025-03-01,Near_Prime,Low,Northeast,174,7,2,0,4.023,1.149,0.0,956283.6
2025-03-01,Near_Prime,Low,South,250,12,1,3,4.8,0.4,1.2,1245346.23
2025-03-01,Near_Prime,Low,West,170,10,1,2,5.882,0.588,1.176,804261.45
2025-03-01,Near_Prime,Medium,Midwest,266,15,2,1,5.639,0.752,0.376,1273284.49
2025-03-01,Near_Prime,Medium,Northeast,220,16,4,2,7.273,1.818,0.909,1101405.48
2025-03-01,Near_Prime,Medium,South,350,20,4,2,5.714,1.143,0.571,1666647.18
2025-03-01,Near_Prime,Medium,West,234,15,2,0,6.41,0.855,0.0,1135333.49
2025-03-01,Prime,High,Midwest,179,7,0,1,3.911,0.0,0.559,1327564.33
2025-03-01,Prime,High,Northeast,153,6,0,0,3.922,0.0,0.0,1160837.48
2025-03-01,Prime,High,South,220,7,1,0,3.182,0.455,0.0,1596861.82
2025-03-01,Prime,High,West,164,4,0,0,2.439,0.0,0.0,1057582.91
2025-03-01,Prime,Low,Midwest,198,7,0,2,3.535,0.0,1.01,1443297.46
2025-03-01,Prime,Low,Northeast,179,3,1,0,1.676,0.559,0.0,1323324.53
2025-03-01,Prime,Low,South,276,5,0,0,1.812,0.0,0.0,1936356.0
2025-03-01,Prime,Low,West,180,6,1,0,3.333,0.556,0.0,1503262.85
2025-03-01,Prime,Medium,Midwest,300,6,0,0,2.0,0.0,0.0,2236278.16
2025-03-01,Prime,Medium,Northeast,292,3,0,0,1.027,0.0,0.0,2184939.97
2025-03-01,Prime,Medium,South,407,15,1,1,3.686,0.246,0.246,2798754.16
2025-03-01,Prime,Medium,West,293,7,0,2,2.389,0.0,0.683,2104616.84
2025-03-01,Subprime,High,Midwest,106,16,2,0,15.094,1.887,0.0,299497.57
2025-03-01,Subprime,High,Northeast,94,19,5,0,20.213,5.319,0.0,288190.15
2025-03-01,Subprime,High,South,125,23,2,1,18.4,1.6,0.8,318448.08
2025-03-01,Subprime,High,West,86,10,3,3,11.628,3.488,3.488,245506.42
2025-03-01,Subprime,Low,Midwest,117,15,5,1,12.821,4.274,0.855,331134.72
2025-03-01,Subprime,Low,Northeast,120,16,0,0,13.333,0.0,0.0,352192.83
2025-03-01,Subprime,Low,South,189,18,3,1,9.524,1.587,0.529,498768.56
2025-03-01,Subprime,Low,West,114,18,3,2,15.789,2.632,1.754,333830.8
2025-03-01,Subprime,Medium,Midwest,173,24,5,3,13.873,2.89,1.734,526096.35
2025-03-01,Subprime,Medium,Northeast,167,17,3,3,10.18,1.796,1.796,488244.58
2025-03-01,Subprime,Medium,South,265,24,4,2,9.057,1.509,0.755,698440.82
2025-03-01,Subprime,Medium,West,178,19,4,2,10.674,2.247,1.124,484869.95
2025-04-01,Near_Prime,High,Midwest,143,9,3,1,6.294,2.098,0.699,677641.11
2025-04-01,Near_Prime,High,Northeast,124,9,2,1,7.258,1.613,0.806,560051.06
2025-04-01,Near_Prime,High,South,239,18,1,5,7.531,0.418,2.092,1052795.16
2025-04-01,Near_Prime,High,West,148,10,2,2,6.757,1.351,1.351,713466.67
2025-04-01,Near_Prime,Low,Midwest,202,14,2,1,6.931,0.99,0.495,973809.02
2025-04-01,Near_Prime,Low,Northeast,193,7,0,2,3.627,0.0,1.036,994377.13
2025-04-01,Near_Prime,Low,South,282,18,3,4,6.383,1.064,1.418,1348155.28
2025-04-01,Near_Prime,Low,West,191,14,3,2,7.33,1.571,1.047,889938.42
2025-04-01,Near_Prime,Medium,Midwest,293,19,1,2,6.485,0.341,0.683,1352327.63
2025-04-01,Near_Prime,Medium,Northeast,248,15,1,5,6.048,0.403,2.016,1195604.18
2025-04-01,Near_Prime,Medium,South,389,30,5,5,7.712,1.285,1.285,1779795.42
2025-04-01,Near_Prime,Medium,West,260,17,0,2,6.538,0.0,0.769,1235452.35
2025-04-01,Prime,High,Midwest,199,11,1,1,5.528,0.503,0.503,1397969.1
2025-04-01,Prime,High,Northeast,172,6,0,0,3.488,0.0,0.0,1265089.15
2025-04-01,Prime,High,South,243,12,2,0,4.938,0.823,0.0,1681732.99
2025-04-01,Prime,High,West,178,5,1,0,2.809,0.562,0.0,1099270.29
2025-04-01,Prime,Low,Midwest,214,9,1,2,4.206,0.467,0.935,1495949.07
2025-04-01,Prime,Low,Northeast,195,7,0,1,3.59,0.0,0.513,1385119.79
2025-04-01,Prime,Low,South,299,11,1,0,3.679,0.334,0.0,1982588.12
2025-04-01,Prime,Low,West,207,4,0,1,1.932,0.0,0.483,1665342.85
2025-04-01,Prime,Medium,Midwest,335,11,3,0,3.284,0.896,0.0,2433894.56
2025-04-01,Prime,Medium,Northeast,325,8,0,0,2.462,0.0,0.0,2307017.6
2025-04-01,Prime,Medium,South,445,11,0,2,2.472,0.0,0.449,2932779.94
2025-04-01,Prime,Medium,West,317,13,1,2,4.101,0.315,0.631,2177976.9
2025-04-01,Subprime,High,Midwest,120,16,5,1,13.333,4.167,0.833,338224.23
2025-04-01,Subprime,High,Northeast,105,15,1,4,14.286,0.952,3.81,321185.92
2025-04-01,Subprime,High,South,141,17,8,2,12.057,5.674,1.418,349057.4
2025-04-01,Subprime,High,West,98,8,2,5,8.163,2.041,5.102,273104.59
2025-04-01,Subprime,Low,Midwest,125,18,3,3,14.4,2.4,2.4,339505.33
2025-04-01,Subprime,Low,Northeast,130,19,6,0,14.615,4.615,0.0,371497.02
2025-04-01,Subprime,Low,South,206,25,2,4,12.136,0.971,1.942,534233.98
2025-04-01,Subprime,Low,West,129,18,6,4,13.953,4.651,3.101,354859.08
2025-04-01,Subprime,Medium,Midwest,202,28,7,6,13.861,3.465,2.97,586372.66
2025-04-01,Subprime,Medium,Northeast,176,25,2,6,14.205,1.136,3.409,488992.16
2025-04-01,Subprime,Medium,South,289,32,4,5,11.073,1.384,1.73,732713.62
2025-04-01,Subprime,Medium,West,199,19,4,4,9.548,2.01,2.01,523865.02
2025-05-01,Near_Prime,High,Midwest,177,6,2,4,3.39,1.13,2.26,839710.58
2025-05-01,Near_Prime,High,Northeast,146,12,2,2,8.219,1.37,1.37,634962.23
2025-05-01,Near_Prime,High,South,269,21,6,6,7.807,2.23,2.23,1150742.2
2025-05-01,Near_Prime,High,West,170,12,1,3,7.059,0.588,1.765,770384.8
2025-05-01,Near_Prime,Low,Midwest,242,24,0,3,9.917,0.0,1.24,1156484.1
2025-05-01,Near_Prime,Low,Northeast,220,14,0,2,6.364,0.0,0.909,1076603.91
2025-05-01,Near_Prime,Low,South,304,21,3,5,6.908,0.987,1.645,1390320.85
2025-05-01,Near_Prime,Low,West,210,16,1,4,7.619,0.476,1.905,939320.04
2025-05-01,Near_Prime,Medium,Midwest,345,25,5,2,7.246,1.449,0.58,1577708.6
2025-05-01,Near_Prime,Medium,Northeast,287,18,3,6,6.272,1.045,2.091,1310085.31
2025-05-01,Near_Prime,Medium,South,447,29,7,8,6.488,1.566,1.79,2014148.01
2025-05-01,Near_Prime,Medium,West,297,18,2,2,6.061,0.673,0.673,1377481.23
2025-05-01,Prime,High,Midwest,227,11,4,1,4.846,1.762,0.441,1519388.63
2025-05-01,Prime,High,Northeast,195,6,2,0,3.077,1.026,0.0,1403632.63
2025-05-01,Prime,High,South,279,14,5,0,5.018,1.792,0.0,1887383.34
2025-05-01,Prime,High,West,202,6,0,1,2.97,0.0,0.495,1255837.61
2025-05-01,Prime,Low,Midwest,245,8,1,3,3.265,0.408,1.224,1662039.96
2025-05-01,Prime,Low,Northeast,226,3,0,1,1.327,0.0,0.442,1566306.69
2025-05-01,Prime,Low,South,340,7,1,0,2.059,0.294,0.0,2188626.76
2025-05-01,Prime,Low,West,245,11,0,1,4.49,0.0,0.408,1816260.83
2025-05-01,Prime,Medium,Midwest,384,10,2,1,2.604,0.521,0.26,2683905.13
2025-05-01,Prime,Medium,Northeast,362,12,0,0,3.315,0.0,0.0,2505361.9
2025-05-01,Prime,Medium,South,507,11,1,2,2.17,0.197,0.394,3245100.55
2025-05-01,Prime,Medium,West,368,8,0,3,2.174,0.0,0.815,2514355.31
